Iban source,Amount,Transaction type,Company Name
AT355009409154645890,952.60,payment,Upton LLC
NL03HKXD5700675659,84.73,payment,Koss  Rogahn and Veum
IS100846322000900568400659,209.42,withdrawal,Tremblay  Hermiston and Wolf
KW56FWBL4006F50840H576660Z9579,274.75,payment,Kiehn  Greenfelder and Dietrich
AZ44829390907341003509804310,197.58,withdrawal,Jaskolski  Schmitt and Wilderman
RS40243370882092265476,757.25,deposit,Herzog Group
AE535152864005008291428,865.76,deposit,Emard and Sons
VG38P1WT0086131885323696,798.11,invoice,Cruickshank LLC
EE360098137824350018,568.54,invoice,Luettgen LLC
XK155066200793680065,922.53,withdrawal,Brakus - Cronin
BR0532963240048186432004780QJ,917.49,payment,Mosciski - Pfannerstill
BG85ONCF8063976858M515,943.32,payment,Becker Inc
MR2507107006511406001100409,642.66,deposit,Langosh Inc
IS361690597363915623465021,308.41,withdrawal,Casper Inc
AD9540161044E51D29981882,805.78,withdrawal,Lind - Fahey
CR9508320230404300579,178.16,payment,Balistreri Group
PL37000828834798004340040825,205.57,withdrawal,Kulas - Considine
AZ86F37800360093230022829274,43.33,withdrawal,Harber  Casper and Hackett
IE81409Z22876540003885,107.39,payment,Stroman - Grimes
GL4880790073007411,396.33,deposit,Rutherford  Grant and Kuhic
BH51IVAPA374708M35R6U7,618.81,withdrawal,Volkman  Zulauf and Parisian
LT979508107047025254,596.86,invoice,Sporer Group
CY14030908414947693754845524,803.46,withdrawal,Zboncak LLC
TN8778727800942608690269,660.36,invoice,Little  Dietrich and Bruen
FO7104882750050209,589.23,payment,Dickens  Casper and Jaskolski
MD431947982U3635J7471288,20.95,withdrawal,Dicki - Abernathy
FI9821186217848120,232.70,withdrawal,Hane - Cronin
AE738910407184001500042,299.56,deposit,Yundt  Emard and Mueller
MR8707040058824001780226085,685.88,payment,Graham  Graham and Muller
MK650602B5C3JP28W13,506.61,withdrawal,Powlowski  Hegmann and Trantow
MU70QIDJ0038034652009441007CPI,738.42,payment,Ward  Hoeger and Kiehn
RS53349220520020202005,913.97,withdrawal,Batz Inc
NL44PLIQ0961510080,941.46,invoice,Fisher - Hermiston
PK2728300600559330197332,662.79,payment,Hyatt - Ruecker
AE780053660282033512004,592.75,invoice,Beer - Casper
SM26N8003900226233RB19264DC,548.19,deposit,Champlin - Monahan
NL12EFNF0218000252,971.76,invoice,Stokes Group
SM05W2234003235IID9A5793J1I,194.36,deposit,Hessel  Balistreri and Zemlak
GB36CIAX07005430003942,117.84,deposit,Maggio - Pollich
GB50HAET90800890200670,520.48,withdrawal,Ritchie - Kiehn
FO2585600820859009,34.11,invoice,Rodriguez and Sons
CR6368766718092040910,505.93,invoice,Wilderman LLC
IT10W03760300523518499321C1,186.00,invoice,Beatty and Sons
BA360044810500724085,361.55,withdrawal,Dibbert and Sons
GR395150856420Q41W063V6K700,684.01,deposit,Rodriguez  Hilll and Mitchell
AD9617522724M40187931068,490.24,invoice,Smith  Bartell and Douglas
CR2304171095080800665,688.92,invoice,Kovacek  Hegmann and Lueilwitz
RO37QEJY3066995976828052,472.46,withdrawal,Rippin - Fisher
LU82493637Q92LE54470,521.28,invoice,Gaylord  Zulauf and Hauck
DK3701990095090550,881.13,invoice,Nienow  Stokes and Stamm
AZ281V5838506014710200163933,81.12,withdrawal,West and Sons
CR8107241051301040444,967.96,invoice,Berge Inc
MK5239388R873390608,921.73,payment,Ankunding - Stoltenberg
SI28003955908106814,37.24,invoice,Keebler  Powlowski and O'Connell
CY84424548566L63758614758830,535.74,withdrawal,Gerlach and Sons
HR3380093970024050237,630.84,invoice,Cole Group
MK45020501024881571,655.85,invoice,Windler  Willms and Johnston
GB82YZYI48035068603720,175.71,withdrawal,Schamberger  Botsford and Schoen
FR74009008261817607G417S090,675.52,deposit,Welch LLC
SI90214050286005457,169.90,deposit,Flatley - Hudson
XK250160329568880023,385.91,invoice,Pollich  Bruen and Kovacek
DO48LWIO00702812077840401097,900.69,invoice,Ryan  Durgan and Bogan
CZ3723101007206900320149,231.79,deposit,Funk - Leuschke
SI28850861672300915,705.65,invoice,Carter and Sons
AT240799772900300692,495.97,withdrawal,Monahan - Orn
KZ39221L61I4218X2682,852.42,payment,Streich - Homenick
VG9682I21054740080720035,675.42,invoice,Murray  Kuhn and Dach
CH2200175S1PQ9F4B414O,88.18,payment,Murphy - Doyle
CR1500400064304500820,36.83,deposit,Baumbach  Hackett and Roberts
LU58055881811743V6V0,246.81,deposit,Hand  Satterfield and Crona
GL9000290064840079,552.93,deposit,Pfannerstill - Pagac
MT08PCLI2047043D0962D8Y623B7801,978.86,invoice,Gutkowski  Predovic and Rohan
BH95KOWI94S6Q0650Q1A99,147.11,payment,O'Connell - Schinner
PS98W01W207532863701010040814,61.06,withdrawal,Toy Group
IT27X00227402244389024W9057,193.38,deposit,Greenfelder  Simonis and Denesik
TN4907171700780091395813,435.17,withdrawal,Halvorson - Bailey
MU05HIVQ0928515780087680615QQQ,96.41,deposit,Thiel  Ryan and Turner
VG96746Y5035400450724945,857.98,invoice,Emard  Gislason and Stark
BA037070045880070484,285.94,invoice,Davis - Smith
PS76EF2C001230263605890098768,239.40,invoice,Cormier - Fritsch
IL972026515348079917048,617.96,payment,Mayert Inc
MD5241C7F729O12257723443,964.31,deposit,Reichel - Greenfelder
RO53NICI07W978A556D04E63,959.15,withdrawal,Leuschke  Swaniawski and Price
AZ88707J61064990978017060591,307.03,deposit,Mann - Schulist
IT15Y230782349187ZX1M637160,439.22,deposit,Stroman  Pacocha and Green
IS410060032876007000456097,668.79,withdrawal,Reinger - Schulist
SM96J88261007041QR357T72209,112.76,invoice,Johnson - Schroeder
AZ9281L101502202005552076634,452.74,deposit,Koch  Mertz and McDermott
RO50EMDD4981Q248360O3095,119.70,invoice,Olson - Pacocha
PS199397899628421001332601561,514.05,invoice,Gottlieb - West
AZ216W2594001370002071670028,758.89,invoice,Hagenes  Fadel and Koepp
HR5990083682030299427,213.44,deposit,Hayes Group
SI76850633803963575,43.13,deposit,Murray LLC
MD769L43JMQ4283138593M26,45.06,invoice,Bernhard - Hickle
EE530038005932355060,438.34,deposit,Romaguera - Robel
SI44029380080078941,60.61,deposit,Rosenbaum  Cruickshank and Gutmann
TN1047008665903026109971,176.57,withdrawal,O'Keefe and Sons
LU66186Z009134128529,796.36,invoice,Bayer  Satterfield and McClure
NO8780540030062,2.02,payment,Wolff - Reinger
FO1206975573038044,227.50,deposit,Donnelly  Kuhn and Schneider
MU37SZPG0386181903500170093ZJZ,331.09,withdrawal,Ledner - Sipes
HU54010062650907004504186741,987.06,payment,Ratke LLC
CY2620010629O6122A63L2J5U067,104.24,withdrawal,Schroeder  Sporer and Zieme
SM83C9540470064127956R640Y0,108.19,withdrawal,Purdy  Hyatt and Funk
PT38814480183505800900904,304.47,deposit,Wisozk - Orn
NL61VVTK2021200151,988.24,withdrawal,Quigley - Wolf
GR05200172467767462231769E1,851.40,payment,Kunze - Ryan
HR5440789553090078434,742.75,payment,Marquardt  Casper and Lindgren
IT55P00800400677C3083Y08164,95.04,withdrawal,Brown  Murazik and Kuhlman
HU91609200608682039527260012,361.83,deposit,Funk  McLaughlin and Ondricka
MR5535050499362980050056009,360.21,deposit,Wolff Group
NO6895329201073,558.40,payment,Morissette  Armstrong and Bahringer
IT40A7302600908K80733297T9G,163.06,deposit,Kassulke LLC
FO8166637035200955,413.95,deposit,Welch - McGlynn
MD77799416152483S314CZ27,415.34,deposit,Hagenes  Medhurst and Runte
KZ40577450V850240943,708.93,invoice,Toy  Harris and Waters
LB48343386728K8443625648Q747,149.75,withdrawal,Gottlieb Group
TL660071020104018669698,134.60,payment,Schaden  D'Amore and Funk
NO8640082700981,743.04,payment,Cormier - Stokes
AL61002002593306117166N7Z3L2,995.55,payment,Hansen - Bergnaum
DK7031600145727956,304.27,deposit,Hegmann  Wilderman and Williamson
MC500095193778021718162TF76,870.73,deposit,Von and Sons
MK23291786549483J43,417.22,invoice,Nicolas  Runte and McGlynn
BA403275230660263001,997.82,withdrawal,Strosin - Kunze
MR1501500150010788009118135,144.33,payment,Borer - Wyman
BG22UADW3400617645521U,749.23,payment,Heaney  Blanda and Koch
JO31XCCQ0986519970020089052928,152.60,deposit,Treutel  Hills and Grady
HR1420020025684004406,73.33,payment,Gleason - Monahan
TN7306826060079656438778,545.02,deposit,Schuster - Mann
NO6550190910048,270.55,payment,Moore - Labadie
SA4159V1313Z485J69354747,575.19,withdrawal,Pouros Inc
MU55WEGZ3010920730065280055SVQ,500.44,withdrawal,Roberts  Abernathy and West
MC2300600860074Y97760357048,634.68,payment,Torp  Ondricka and Grant
CR8907000576021003066,984.36,withdrawal,Cartwright  Beahan and Hyatt
RS36008302325090096076,169.70,deposit,Funk  Schaefer and Stracke
QA17MFSA4986658866326H09D2230,841.40,withdrawal,Weimann  Raynor and Hartmann
FR945824008627JF14705099569,764.06,invoice,Flatley - Graham
ME75576840050900700775,842.22,deposit,Lockman - Gaylord
TN6080061003043355695168,118.33,deposit,Bergstrom - Beahan
GT46250U190969708T7167894Q95,56.24,deposit,Hoppe Group
TL037366900900700090022,903.32,payment,Koelpin - Reichel
IS544230982198420460008002,929.60,payment,Ritchie Inc
AE290930621800100243811,721.34,invoice,Cummerata  Kertzmann and Koelpin
QA47FCTB144250VH5HE029V91AZ99,298.91,withdrawal,Bashirian  Marvin and Hauck
LT480080547734010455,325.46,deposit,Schulist Group
BH57ALIG5O297W2050F679,109.80,withdrawal,Conn  Satterfield and Stroman
AZ38364430620610090038022101,43.51,deposit,Schamberger Inc
TL815108220608408503067,451.68,withdrawal,Bayer - Schulist
DE34002073777031007938,17.44,withdrawal,Kuhic - Hessel
NO4100206800489,154.77,payment,Cummerata Group
CR7917790320070270601,12.79,withdrawal,Lockman  Johnston and Huels
BR3391194902003279737736099P9,456.82,withdrawal,Collins  Heathcote and Koss
GE06923901008518035302,434.13,withdrawal,Wisozk Group
LV98LNXC3101412245622,26.52,deposit,Kunde - Willms
SK6106306007790836809008,922.37,payment,Gutkowski - Mayert
NL72XGPF6950090684,651.39,invoice,Krajcik LLC
MU61MWPI2493841209974400772LZM,494.54,deposit,Gutmann  Reinger and Runolfsdottir
EE180030250350417018,776.77,deposit,Deckow  Volkman and Funk
TL675164577857200915532,784.48,deposit,Leuschke  Maggio and Leffler
XK950065420529116724,485.14,invoice,Boyle and Sons
VG5719460570808400605059,139.37,invoice,Cormier  Reynolds and Predovic
LB196333FW212950L5293L10V49W,499.99,withdrawal,Aufderhar and Sons
IS288908260566248910500464,86.42,deposit,Yost  Klein and Ondricka
AD3400064164YZV84836Q97I,314.95,withdrawal,Schneider - Steuber
TN4871753443007320010640,498.12,invoice,Schowalter LLC
TR8378864446Y85U1K94562C64,262.80,invoice,Dickinson - Moen
IS737007055738006000265475,480.46,invoice,Gaylord  Roob and Hickle
LB80025047163K5766I153572406,237.31,payment,Lynch and Sons
PS941776071601163303599088630,144.73,invoice,Barton LLC
EE234898900900307880,884.68,payment,Bradtke  Breitenberg and Kohler
TN6901032710228980409893,736.68,withdrawal,Miller LLC
KZ05781281L11502079J,314.84,payment,Schmitt  Huels and Herzog
KZ48509860138399659C,115.47,payment,Blanda  Muller and Bruen
AE569334689004691007391,30.76,payment,Anderson  Barrows and Larkin
SE1633365800800014737333,572.30,deposit,Renner LLC
LI1102812EN88U2442N3Z,936.79,payment,Batz  Wiegand and Adams
BE80032500601282,330.75,invoice,Rath  Brekke and Bode
KZ124891K22D879801I1,85.61,deposit,Okuneva  Johnston and Bauch
GI89XSRZ5G03961J078030T,781.10,withdrawal,Gleason  Hand and McKenzie
FR050042006933F115559GU1338,547.34,deposit,Hoppe LLC
LI2721084W7997ND51191,607.73,deposit,Kuvalis  Rutherford and Maggio
MC2081894007963H15520172197,572.24,invoice,Reynolds - Cassin
XK310733100420643633,132.99,withdrawal,Heller  Buckridge and Grady
MU46ZCKV5009738091086530561JLM,629.53,withdrawal,Bartoletti - Paucek
HU20100653160027044920299052,535.62,deposit,Kirlin - Hyatt
ES2700735005296207040088,656.05,withdrawal,Jenkins - Prohaska
XK330087103805330847,388.92,withdrawal,Schmidt  Wilkinson and Grimes
SM22X0071050053Q160M3P09446,166.66,invoice,Dickinson  Mertz and Cummerata
LT984782006104408737,639.55,invoice,Heaney Inc
TR9700404V9302400B62450W88,34.05,withdrawal,Koch - Terry
TR1508235011546727734527OO,977.81,payment,Greenholt - Abernathy
GE64150201089597084606,409.76,invoice,Willms  Davis and Fahey
DE73180029150052643074,956.78,payment,Bergstrom  Feeney and Schneider
PT15502765657730080828303,464.98,deposit,Graham Inc
TR24249026D31967917X34R236,157.98,withdrawal,Kilback  Torp and Dooley
TN0646262228708456358072,304.22,withdrawal,Roob - Mueller
ES6601870389630800706007,927.83,deposit,Shanahan - Hackett
EE938456079250507476,115.07,payment,Greenfelder  Breitenberg and Bosco
BE53266610350088,197.94,payment,Wolf Group
MR2765550138855800809580375,498.54,withdrawal,Langosh - Treutel
IE3079KL26561640732819,949.81,withdrawal,Kuhic  Hahn and Will
LV56HSDD4Y94P6R227710,67.42,invoice,Roberts Inc
GR712090776966070891852Y183,44.05,payment,Rowe - Bernier
DE85006002230024076319,194.41,deposit,Kling - Shields
IE38Q35705741046010177,8.71,deposit,Aufderhar Inc
PS270490188170156054410020019,492.50,withdrawal,Kerluke - Bruen
PK28Q37L0300002300345933,886.89,withdrawal,Ratke and Sons
IE50T55O50952210016030,695.75,deposit,DuBuque - Larson
HU67013084914080038905880010,12.93,withdrawal,Kirlin and Sons
HU89780100202000801200406098,887.49,payment,Breitenberg Group
PK7063EY9498028400343020,859.84,deposit,Casper  Stokes and Wisoky
CZ3657863051200074806199,687.85,invoice,O'Connell - Collins
FR59005187801327JPT62118Z32,519.13,withdrawal,Rolfson Inc
CR9677562007797030418,10.11,withdrawal,Hegmann - Reynolds
PT03589729860400900280048,244.84,invoice,Daniel - Bayer
IE95659355304280018090,645.73,payment,Connelly  Jakubowski and Harvey
ME70461039805004002271,629.97,invoice,Nolan - Carter
ES3000815001832732260897,378.95,invoice,Bernhard - Grimes
CZ3800782090642040574072,877.39,withdrawal,Fadel - Gerlach
PT13012009574010936764047,4.82,withdrawal,Wuckert and Sons
PK6956581502957418003882,578.81,invoice,Ratke  Schmidt and DuBuque
SE4604511573900700193970,66.68,deposit,Rolfson  Tromp and Dicki
TN9471991026407543078125,666.18,withdrawal,Stokes Group
FI4141008100870064,772.18,payment,Connelly Inc
HU52465153720034420077110520,392.07,invoice,Morar - Stehr
GL0369638507770267,268.77,payment,Hills - Heller
LV73APCQD032725T18409,417.49,deposit,Ullrich LLC
DE93902220175030097764,68.24,invoice,Reynolds - Prohaska
PL34167026187851400310021327,472.44,deposit,Mayert  Hahn and Boyle
LV37YKBS63224I697111O,870.07,payment,Kirlin LLC
AE143810740903404008357,956.30,invoice,Bruen - Mayer
QA30WJHH76O829220UG3F1437N078,309.70,withdrawal,Crooks  Heidenreich and Morar
LB704328A009892V1V5834410811,219.90,deposit,Dicki  Wunsch and Homenick
BA368055602060103382,64.86,invoice,Mraz  Keebler and Stanton
LU6522669680299838YP,657.17,deposit,Schuster  Dare and Wuckert
SK2831092900894006180034,658.16,payment,Fay and Sons
CR6700387058700453283,538.03,payment,Harris Group
BH22AJBH6DYN699S8Z5291,794.97,deposit,Hane  Haley and Conn
LT363717889460499129,236.07,withdrawal,Reichel  Buckridge and Mills
MT95EVVK25864108OS54266LA74Z3RF,496.28,payment,Kemmer and Sons
LI3260059125C62O9T34J,807.20,withdrawal,Frami - Dooley
FI6901328300770696,862.08,withdrawal,Dicki Group
CR1679051104600248004,680.71,withdrawal,Christiansen  Rowe and Hermiston
TN6904660379002600646332,474.09,invoice,Jones LLC
KW55NJTX2198916N8697115O569D2K,438.65,deposit,Stamm LLC
SI19265881430025005,76.25,deposit,Mertz - Heaney
PT39830802864680070040667,236.47,invoice,Langworth  Jaskolski and Mraz
AD031001141492225738627C,823.86,payment,Schmidt  Dare and Brekke
LU973092583453911U37,50.97,payment,Ullrich  Ortiz and Zemlak
SA57427873009A1157JIG870,560.88,payment,Williamson Inc
DE70404603980582350649,65.67,invoice,Collins - Dickens
GT860433068861E37V91879954O0,180.74,payment,Smith - Barrows
TR7910717XN62090NDS432K220,341.75,deposit,West  Larson and Huels
FR267242600689S10447P204D18,661.72,payment,Hyatt - Feil
FR56821899589615658Y1459T90,273.68,payment,Wintheiser Inc
NL22SPHQ9137050077,948.59,invoice,Sauer - Barton
SE3067397400347004100539,286.48,deposit,Stamm Group
AT147511117009004906,240.32,invoice,Russel - Grimes
DE59092570380037940002,634.92,withdrawal,Effertz  Murray and Greenholt
HR7406010698006509809,951.09,deposit,Becker - Tillman
TL306105008100157600081,907.22,payment,Bashirian  Prohaska and Parisian
BR1302008660035687001601912DF,314.03,invoice,Prohaska Inc
AT688001105080240019,45.70,withdrawal,Auer - Lesch
SM55M002009795614Z572094BZ0,329.90,deposit,Medhurst and Sons
QA63XRZO020C114X5598W193AG0S1,698.71,deposit,Quitzon  Stiedemann and Cummings
LV17BAAQ5ZZ663T010408,773.40,deposit,Rodriguez - Miller
IE71555A01527051030023,417.33,payment,Monahan  Lynch and Zboncak
GI37JVBM71890725F046360,183.15,withdrawal,Gusikowski and Sons
GB18DJRT52705120906597,206.87,withdrawal,Romaguera and Sons
DO03AKNK80010700708005009748,857.94,invoice,Schowalter - Herzog
FR5588822381477977254581092,769.10,payment,Wiegand  Borer and Bergnaum
BR1000096006740800055344056OI,761.66,deposit,Crooks - Littel
FI4207005937001857,955.92,deposit,Hessel LLC
CY371705700313312M12928337J9,904.62,withdrawal,O'Hara LLC
BH74WPYP48039BH088231W,397.01,invoice,Ondricka - Wiza
KZ680490593218748895,336.70,invoice,Klein  Stroman and Runte
AL2208200758972P30321157307W,935.50,deposit,Streich  Considine and Smith
MT40RPEL36069725A5252D92WAQ69AY,124.16,deposit,Spencer - Conn
ME45009400187444889083,35.14,payment,Yundt  Keeling and Schoen
MK39567370952D95402,212.81,payment,Paucek - Leuschke
GE08184908851834901358,482.57,withdrawal,Runolfsdottir - Effertz
LI6600583602835L19970,6.58,payment,Klein - Kessler
CR7927948001010109914,215.49,invoice,Langosh  Dibbert and Morar
TN5996179710209008500560,100.61,invoice,Lebsack  Schultz and Mills
CY5690328007001970211F430O53,440.11,invoice,Torphy Inc
CR3939474643900609214,777.92,payment,Konopelski - Morissette
KZ47559J0921V924W441,2.53,payment,Strosin Group
GE93289900600900278351,893.70,invoice,Hettinger - Bergstrom
MT04NEXH03945F4447285M43M231428,583.57,deposit,D'Amore - Johns
PL28008193340700708012200227,75.90,payment,Reynolds - Green
CY30490050971979184JZNL8G531,508.83,payment,Wilkinson Group
QA27VGZD3AP88323V869498860964,381.41,invoice,Borer LLC
HR9281051622079920027,641.24,withdrawal,Kilback - Bosco
MR6130938924555610103130024,401.84,deposit,Kirlin LLC
FI5111361450935001,607.83,withdrawal,Johns LLC
GI22DPYDQ394N2N7K338OOU,692.95,deposit,Kemmer LLC
LU803576325283635794,753.20,withdrawal,Strosin  Mraz and Rolfson
DO27JBVU30300706410050795275,460.21,invoice,Beatty - Gulgowski
PK9187P80001080049293625,696.01,deposit,Franecki  Wolff and Conroy
SA67383TZ6793381X7Q58V49,341.59,invoice,Zboncak - Emard
PS33G817000207757601504294842,100.11,deposit,Wehner Inc
MU82HCZK6013506910960530008MTV,955.67,invoice,Lynch Group
SE5509600402003054500958,569.40,invoice,Vandervort  Nolan and Reichert
BR2809002717708218040050063E2,249.72,deposit,Morissette and Sons
SK1480040083595305102092,142.43,deposit,Denesik  Hahn and Hudson
GL5700175890826452,112.91,withdrawal,Bahringer Inc
CR3028317904990830002,939.91,invoice,Jacobson - Runolfsdottir
TL596643900761067401968,471.68,withdrawal,Greenholt LLC
SM83S966970062462569UA6682U,841.96,payment,Heller - Blanda
MU47TGQC0060776230550500754LJJ,118.48,withdrawal,Stracke - Mayert
GI32WUAP07W993SB1828255,856.54,deposit,Wintheiser - Lynch
SE2263595001040029380444,43.69,invoice,DuBuque  Mante and Rosenbaum
PK2966030086549900340874,339.11,withdrawal,Koepp - Hartmann
GB98BLLD77708300600500,361.61,payment,Fritsch - O'Conner
QA85DNZOA669610MXJ1M2D8Q44D9I,890.51,withdrawal,Harvey - Schaefer
BG77TFBT0858490T844919,318.40,withdrawal,Langosh - Wintheiser
RS62788200320080010079,230.10,payment,Sanford LLC
RO19UASQ7514Z0X2496E4479,119.13,payment,Hayes and Sons
DK1204046403770059,706.91,payment,Schaefer  Schmeler and Emard
TL149160600500018693301,452.89,payment,Little Inc
BR2101199090173994100870054FG,81.60,deposit,Green Inc
BR5050030068592780617152163T0,254.90,deposit,Gerhold Group
SA98236521M86N631HEP2842,462.02,payment,Schumm - Bradtke
RO37ZFDS2323836351864132,466.53,withdrawal,Kunde Inc
LT559002037876835146,181.96,deposit,Hickle  Champlin and Kuvalis
PS3660W9060690049254320070061,996.74,invoice,Fritsch  Orn and Beer
AE812880640011200047351,998.01,withdrawal,Kerluke Group
LT374875878800217259,944.98,withdrawal,Fahey Inc
CY0860070587981U07161140Y678,447.37,withdrawal,Ullrich - Frami
GI28LTIA001051592SV0059,695.02,invoice,Lowe  Mosciski and Braun
DO47KTJZ63068933052014067797,931.73,payment,Parisian - Kling
PL11526000920010055900554005,21.29,deposit,Streich and Sons
GT81490534X34PQU1KD78Z855338,20.83,payment,Dach Inc
GT5505974815871Z561508GY8634,841.94,invoice,Stamm and Sons
JO57ZKHS9066969880054003103985,459.37,payment,Waters and Sons
ME33219001970005000875,26.28,payment,Anderson and Sons
CH47782485U30523891I6,170.46,deposit,Runolfsson Inc
ME35558058710105508018,986.32,deposit,Murray and Sons
DE79508000800050032012,328.45,deposit,Beatty  Cartwright and Bins
TN4825008002657206700605,809.04,withdrawal,Marvin - Gibson
MD395VV74GF2476I6446PSP9,877.38,deposit,Baumbach LLC
NL63UEQI5804076293,715.51,deposit,Kuphal  Brown and Corwin
TL890500032601908937572,288.07,deposit,Champlin LLC
MT30HYWW99082H63821F3357A256531,502.78,withdrawal,Welch  Tromp and Huels
IT69F30092009486325I793H638,440.62,invoice,Mayer Inc
TL693771004944024304696,515.81,deposit,Beahan - Hickle
MK88709M84173357698,407.00,deposit,Hilll - Kerluke
PT41856906063001004080028,558.34,payment,Beer and Sons
IT65A4833500956322583651360,685.94,deposit,Hickle - Lueilwitz
AT479788473600033703,785.87,deposit,Spinka  Grady and Goyette
SI63850189006001809,684.25,payment,Mayer and Sons
LB22064049Z7M9H58Z61M810X983,435.47,payment,Gerlach LLC
FI3140027835119490,393.03,invoice,Kunde  Corwin and Ortiz
AL6560011209L968366U1D128E89,79.10,withdrawal,Gislason Group
SA959111078903N4Q1450209,506.59,payment,Larson  Corkery and Davis
CZ1500619304490098409047,56.42,deposit,Lynch  Cole and Donnelly
IL886211245001801028141,21.20,deposit,Smitham  Altenwerth and Moore
MD06Z5O83HV3961882Y60922,979.14,invoice,Little  Ritchie and Hamill
LU42858806K7236435M6,72.92,invoice,Price  Roob and Williamson
GI75NKYO8UZ339771481D15,88.64,deposit,Kutch - Koss
QA07PEVG20681VSY9086048P06W43,731.93,withdrawal,Nikolaus - Thompson
LI54802496Q353X993130,348.56,deposit,Kuhic - Mann
SE7902900475016078205877,278.53,payment,Wolf  Weber and Waelchi
BA900063441400042016,965.49,invoice,Armstrong  Mueller and Krajcik
DK4703366100100584,905.96,withdrawal,Price - Sipes
HR6857201357120001897,850.49,deposit,Erdman Group
MD40Y25990429P069900BD6Y,575.35,withdrawal,Lemke  Funk and Reichel
HU16168030047202134200951056,838.34,withdrawal,Schmitt LLC
DK7800530136960032,494.44,deposit,Langosh LLC
JO76IORL1379448002608020580056,89.94,invoice,Hackett  Schaefer and Powlowski
GI05CKQW646S5152Z889941,475.72,withdrawal,Kshlerin and Sons
VG300NVI5006439200804006,680.37,payment,Boehm  Kuhic and Kautzer
MT88VVOB91009F28971452424791VZ7,910.82,deposit,Rath  Streich and Morissette
SI35585258050303029,605.84,invoice,Kub  White and Von
KW80MLOB446264P1H7103R96MV80E6,374.75,invoice,Gulgowski  Quigley and Lang
JO67IELZ0068870205306444400528,439.14,invoice,Legros Inc
HR0668007480116900932,161.64,withdrawal,Gleason  Trantow and Abshire
FI7250186200406926,87.61,invoice,Glover  Ernser and Jerde
MK6118978010C5M8747,296.55,invoice,Ritchie  Ruecker and Ortiz
IL940500410390050600728,667.87,withdrawal,Funk - Hauck
PL40606899940880320703005365,432.04,payment,Lueilwitz LLC
SE6402880310094290031739,145.58,invoice,Rau - Leuschke
KW31SDEF34653698170779386LP518,934.53,deposit,Johnston - Cummerata
DK6874286347000751,785.20,payment,Aufderhar LLC
TL027820390010407804909,533.28,invoice,Jaskolski - Koelpin
LV71HTCJO32799Q38Z2SH,83.52,invoice,Schaefer  Emmerich and Towne
IS053407700478109001007079,594.90,payment,Yundt - Tremblay
LI35266117021WT6306OL,587.05,withdrawal,Wyman - Considine
CZ0690046709317406004175,109.74,payment,Marvin  Jacobs and Conroy
MK965047161E9440481,605.44,invoice,Kassulke  Hamill and Lebsack
VG12A1G16207003095804003,811.03,invoice,Armstrong LLC
GL4688020244800051,952.13,deposit,Aufderhar  Murazik and Kuvalis
SM22U0030374068C38JY6084960,236.94,withdrawal,Daniel - Dach
SI21800213706080991,517.87,withdrawal,Hahn  Mohr and Kunze
IT33B01510335837992V3D1438O,674.23,withdrawal,Wisozk LLC
GT053S9Z152647510483382B8442,84.41,deposit,Brown Group
MC053544039327Z2U160D75LY58,801.38,payment,Kub - Feil
IS229010440650078856909740,266.16,deposit,Nienow Inc
KZ410052315GU5010043,778.44,deposit,Shields - Crooks
RO11WTTT1469Z29J14385763,768.97,withdrawal,Muller - Murray
FI4366365669100197,98.51,payment,O'Keefe - Bednar
GT42723I83L8900447K0ZQ552519,382.24,payment,Hartmann and Sons
CR7432402030006057049,685.33,deposit,Volkman - Adams
LT382505009070406434,954.21,deposit,Spencer  Runolfsdottir and Kreiger
DO20TDOQ48090602910701016697,632.49,payment,McKenzie Group
KZ03948487018719655P,888.59,deposit,Hudson - Blanda
ME94342090001504007034,197.17,withdrawal,Schowalter  Treutel and Grant
BA835013876848800806,446.87,invoice,Jakubowski  Rutherford and McLaughlin
ME36053027400978276550,602.26,invoice,Wolff  Streich and Ortiz
BG62UOMR200849304107TY,673.80,invoice,Tillman Group
DO42LXGR80030957720100786168,922.49,invoice,Gerhold  Rodriguez and Bashirian
KW94SQIO64102251O78448T1W32258,22.57,payment,Gutmann - Hirthe
JO31VRAX0079377010640603459202,575.19,payment,Vandervort  Johnson and Koss
GB74GEQP01077060024273,479.14,payment,Kreiger and Sons
DK8380720402029336,186.45,payment,Schmeler - Marquardt
PS37E19U085003421150430014097,879.58,withdrawal,Rolfson - Becker
FI5602008557008618,463.63,deposit,Connelly  Gutkowski and Lueilwitz
MU23LAJA9019436000303038750XUS,652.95,invoice,Runte  Daniel and Nicolas
FO9204510040460046,697.94,payment,Bartoletti  Jacobs and Fadel
CH6000260W02598A47643,9.97,deposit,Schultz  Cole and Lesch
KW07JBXCX3J45786125891393K0M50,59.54,payment,Marvin  Hilpert and Powlowski
TR5206885O59UD0892333082U7,757.88,deposit,Fadel  Strosin and Quitzon
GR93876481596H194I85540WV5F,45.68,invoice,Auer Group
NL67BRFQ6004007060,443.47,payment,Runolfsdottir Inc
PT06053701593201700690094,7.90,deposit,Keebler  Swaniawski and Runte
IL810067365027075113086,632.23,invoice,Monahan  Kautzer and Sipes
MK96881247048558665,637.11,invoice,Bahringer LLC
CH1100824Z151566F9J85,60.86,withdrawal,Hegmann - Lemke
PT10086725516708300610667,808.04,payment,Larson LLC
